ID Cliente,Churn,gênero,idoso,Parceiro,Dependentes,Meses contrato,Serviço telefone,Linhas multiplas,Serviço Internet,Segurança Online,Backup Online,Dispositivo_Proteção,Suporte Técnico,Tv Streaming,Filmes Streaming,Contrato,Conta Papel,Método pagamento,Cobrança Mensal,Cobrança Total,Cobrança diária
2692-AQCPF,Não,Mulher,Não,Sim,Não,65,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Sim,Sim,Um ano,Sim,Cartão de Crédito,108.05,7118.9,3.6016666666666666
2692-BUCFV,Não,Homem,Sim,Não,Não,29,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mês a mês,Sim,Transferência Bancária,101.45,2948.6,3.381666666666667
2692-PFYTJ,Não,Mulher,Não,Não,Não,1,Sim,Sim,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Sim,Correspondência,25.75,25.75,0.8583333333333333
2694-CIUMO,Não,Mulher,Não,Não,Não,12,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Não,Não,Mês a mês,Sim,Cartão de Crédito,79.55,958.25,2.6516666666666664
2696-ECXKC,Não,Mulher,Não,Sim,Sim,55,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Sim,Sim,Um ano,Não,Correspondência,100.9,5448.6,3.3633333333333337
2696-NARTR,Sim,Homem,Não,Não,Não,11,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Não,Não,Mês a mês,Sim,Eletrônico,73.85,926.25,2.4616666666666664
2696-RZVZW,Não,Homem,Não,Sim,Não,68,Sim,Sim,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Cartão de Crédito,25.05,1629.2,0.8350000000000001
2697-NQBPF,Não,Homem,Não,Não,Não,34,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Sim,Sim,Mês a mês,Sim,Eletrônico,105.35,3540.65,3.5116666666666663
2700-LUEVA,Não,Homem,Não,Não,Não,1,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Cartão de Crédito,20.75,20.75,0.6916666666666667
2703-AMTUL,Não,Homem,Não,Sim,Sim,36,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Um ano,Não,Correspondência,53.65,1939.35,1.7883333333333333
2706-QZIHY,Não,Mulher,Não,Sim,Não,15,Sim,Sim,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Correspondência,25.2,387.9,0.84
2709-UQGNP,Não,Homem,Não,Não,Não,10,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mês a mês,Sim,Correspondência,51.65,524.5,1.7216666666666667
2710-WYVXG,Não,Mulher,Não,Não,Não,3,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Sim,Dois anos,Não,Correspondência,71.1,213.35,2.3699999999999997
2712-SYWAY,Não,Mulher,Não,Não,Não,1,Sim,Sim,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Sim,Eletrônico,25.7,25.7,0.8566666666666667
2716-GFZOR,Não,Homem,Não,Sim,Não,43,Sim,Não,Fibra óptica,Sim,Sim,Sim,Não,Não,Não,Mês a mês,Sim,Cartão de Crédito,86.1,3551.65,2.8699999999999997
2717-HVIZY,Não,Mulher,Não,Não,Sim,8,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Correspondência,20.05,163.6,0.6683333333333333
2718-GAXQD,Sim,Mulher,Sim,Sim,Sim,4,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Eletrônico,46.0,181.6,1.5333333333333334
2718-YSKCS,Não,Homem,Não,Sim,Sim,71,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Sim,Transferência Bancária,19.6,1387.45,0.6533333333333334
2719-BDAQO,Sim,Homem,Não,Não,Não,17,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Sim,Sim,Mês a mês,Não,Eletrônico,93.85,1625.65,3.128333333333333
2720-FVBQP,Não,Mulher,Não,Sim,Sim,6,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cartão de Crédito,48.95,273.25,1.6316666666666668
2720-WGKHP,Sim,Homem,Sim,Não,Não,2,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,94.0,181.7,3.1333333333333333
2722-JMONI,Sim,Mulher,Sim,Sim,Não,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,49.55,49.55,1.6516666666666666
2722-VOJQL,Sim,Homem,Não,Não,Não,64,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Sim,Sim,Um ano,Sim,Cartão de Crédito,105.65,6903.1,3.521666666666667
2724-FJDYW,Não,Homem,Não,Não,Sim,39,Não,Sem serviço,DSL,Não,Não,Sim,Sim,Sim,Sim,Um ano,Não,Transferência Bancária,54.85,2191.7,1.8283333333333334
2725-IWWBA,Não,Homem,Não,Sim,Sim,46,Sim,Não,DSL,Sim,Não,Sim,Sim,Não,Não,Um ano,Não,Correspondência,56.9,2560.1,1.8966666666666667
2725-KXXWT,Sim,Homem,Não,Sim,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,90.75,90.75,3.025
2725-TTRIQ,Não,Mulher,Não,Sim,Sim,72,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Dois anos,Sim,Transferência Bancária,84.2,5986.55,2.8066666666666666
2729-VNVAP,Não,Mulher,Não,Sim,Sim,33,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Cartão de Crédito,19.8,641.35,0.66
2731-GJRDG,Não,Mulher,Não,Não,Não,32,Sim,Sim,Fibra óptica,Sim,Não,Sim,Sim,Sim,Sim,Um ano,Sim,Transferência Bancária,109.55,3608.0,3.6516666666666664
2732-ISEZX,Não,Mulher,Não,Não,Não,5,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Sim,Correspondência,20.5,104.3,0.6833333333333333
2737-WFVYW,Sim,Mulher,Não,Não,Não,2,Não,Sem serviço,DSL,Não,Não,Não,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,45.25,85.5,1.5083333333333333
2737-YNGYW,Sim,Mulher,Não,Não,Não,2,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Não,Eletrônico,80.55,184.1,2.685
2739-CACDQ,Não,Mulher,Sim,Não,Não,17,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Não,Mês a mês,Sim,Cartão de Crédito,82.65,1470.05,2.7550000000000003
2739-CCZMB,Não,Homem,Não,Não,Sim,5,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Cartão de Crédito,20.35,122.0,0.6783333333333333
2740-JFBOK,Não,Homem,Não,Não,Não,10,Sim,Sim,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Sim,Eletrônico,24.0,226.55,0.8
2740-TVLFN,Não,Homem,Não,Não,Não,1,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,50.15,50.15,1.6716666666666666
2746-DIJLO,Não,Mulher,Não,Não,Não,41,Sim,Sim,DSL,Não,Sim,Não,Não,Não,Não,Um ano,Sim,Cartão de Crédito,56.3,2364.0,1.8766666666666665
2748-MYRVK,Sim,Mulher,Não,Não,Não,63,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Um ano,Não,Transferência Bancária,99.9,6137.0,3.33
2749-CTKAJ,Não,Homem,Não,Sim,Sim,22,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Um ano,Não,Correspondência,20.15,419.9,0.6716666666666666
2750-BJLSB,Não,Mulher,Não,Não,Não,47,Sim,Não,Fibra óptica,Sim,Não,Sim,Sim,Sim,Sim,Um ano,Sim,Eletrônico,103.7,4730.6,3.4566666666666666
2753-JMMCV,Não,Homem,Não,Não,Não,65,Sim,Sim,DSL,Não,Sim,Sim,Sim,Não,Sim,Dois anos,Sim,Cartão de Crédito,74.2,4805.65,2.4733333333333336
2754-SDJRD,Não,Mulher,Sim,Não,Não,8,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Sim,Sim,Mês a mês,Sim,Cartão de Crédito,100.15,908.55,3.3383333333333334
2754-VDLTR,Sim,Homem,Não,Não,Sim,10,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Não,Eletrônico,95.2,930.4,3.1733333333333333
2754-XBHTB,Sim,Mulher,Não,Não,Não,9,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mês a mês,Sim,Transferência Bancária,77.65,714.15,2.5883333333333334
2758-RNWXS,Não,Homem,Não,Não,Não,35,Sim,Não,Fibra óptica,Sim,Não,Não,Sim,Não,Sim,Um ano,Sim,Eletrônico,89.2,3251.3,2.9733333333333336
2761-OCIAX,Sim,Homem,Sim,Não,Não,2,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,74.7,165.4,2.49
2761-XECQW,Não,Homem,Sim,Sim,Não,8,Não,Sem serviço,DSL,Não,Sim,Sim,Não,Não,Sim,Mês a mês,Sim,Correspondência,43.35,371.4,1.445
2770-NSVDG,Não,Homem,Não,Sim,Não,24,Não,Sem serviço,DSL,Não,Não,Sim,Não,Não,Não,Mês a mês,Não,Eletrônico,29.1,688.0,0.9700000000000001
2773-MADBQ,Não,Mulher,Não,Não,Não,36,Não,Sem serviço,DSL,Sim,Sim,Sim,Sim,Não,Sim,Dois anos,Sim,Correspondência,53.1,1901.25,1.77
2773-OVBPK,Não,Homem,Não,Sim,Não,67,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Transferência Bancária,111.3,7567.2,3.71
2774-LVQUS,Sim,Mulher,Sim,Sim,Não,15,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Não,Não,Mês a mês,Sim,Eletrônico,83.05,1258.3,2.768333333333333
2777-PHDEI,Sim,Mulher,Não,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mês a mês,Não,Eletrônico,78.05,78.05,2.6016666666666666
2778-OCLGR,Sim,Homem,Sim,Sim,Não,24,Não,Sem serviço,DSL,Sim,Não,Não,Não,Não,Sim,Mês a mês,Não,Transferência Bancária,39.1,971.3,1.3033333333333335
2782-JEEBU,Não,Homem,Não,Não,Não,21,Não,Sem serviço,DSL,Não,Sim,Não,Sim,Não,Não,Mês a mês,Sim,Correspondência,36.0,780.15,1.2
2782-LFZVW,Não,Mulher,Não,Não,Não,11,Sim,Sim,DSL,Não,Não,Não,Não,Não,Sim,Mês a mês,Sim,Correspondência,58.95,601.6,1.965
2786-GCDPI,Não,Mulher,Sim,Não,Não,50,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Mês a mês,Sim,Eletrônico,104.95,5222.35,3.4983333333333335
2788-CJQAQ,Não,Homem,Não,Não,Não,13,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Um ano,Não,Correspondência,19.45,270.2,0.6483333333333333
2789-CZANW,Não,Mulher,Não,Sim,Sim,64,Sim,Sim,Fibra óptica,Sim,Sim,Não,Sim,Sim,Sim,Dois anos,Não,Transferência Bancária,110.3,6997.3,3.6766666666666667
2789-HQBOU,Não,Homem,Não,Não,Não,3,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Sim,Eletrônico,80.35,253.8,2.6783333333333332
2790-XUYMV,Não,Homem,Não,Não,Sim,71,Sim,Sim,Fibra óptica,Sim,Sim,Não,Não,Não,Não,Um ano,Sim,Cartão de Crédito,85.45,6028.95,2.8483333333333336
2791-SFVEW,Não,Mulher,Não,Não,Não,9,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Transferência Bancária,20.15,238.15,0.6716666666666666
2792-LSHWX,Não,Mulher,Não,Não,Não,1,Sim,Não,Fibra óptica,Sim,Sim,Não,Sim,Não,Não,Mês a mês,Sim,Correspondência,83.4,83.4,2.7800000000000002
2792-VPPET,Não,Homem,Não,Não,Não,3,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Sim,Eletrônico,20.5,76.95,0.6833333333333333
2794-XIMMO,Sim,Homem,Não,Sim,Não,53,Não,Sem serviço,DSL,Não,Sim,Sim,Sim,Sim,Sim,Um ano,Sim,Eletrônico,60.45,3184.25,2.015
2796-NNUFI,Não,Mulher,Não,Sim,Sim,46,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Sim,Correspondência,19.95,927.1,0.6649999999999999
2796-UUZZO,Não,Homem,Não,Sim,Sim,63,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Não,Não,Mês a mês,Sim,Cartão de Crédito,80.3,4896.35,2.6766666666666667
2798-NYLMZ,Não,Homem,Não,Sim,Não,71,Sim,Sim,Fibra óptica,Sim,Não,Sim,Sim,Sim,Sim,Dois anos,Sim,Cartão de Crédito,108.55,7616.0,3.618333333333333
2799-ARNLO,Não,Mulher,Sim,Sim,Não,5,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,69.35,341.6,2.3116666666666665
2799-TSLAG,Não,Mulher,Não,Sim,Sim,65,Sim,Sim,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Sim,Transferência Bancária,25.3,1748.55,0.8433333333333334
2800-QQUSO,Não,Homem,Não,Não,Não,42,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Sim,Sim,Mês a mês,Sim,Eletrônico,100.3,4222.95,3.3433333333333333
2800-VEQXM,Não,Mulher,Não,Não,Não,3,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Não,Não,Mês a mês,Sim,Correspondência,74.75,238.1,2.4916666666666667
2801-NISEI,Não,Homem,Não,Não,Não,24,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Mês a mês,Não,Eletrônico,54.95,1348.5,1.8316666666666668
2804-ETQDK,Não,Homem,Não,Não,Sim,66,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Correspondência,20.55,1357.1,0.685
2805-AUFQN,Não,Mulher,Não,Não,Não,25,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Cartão de Crédito,19.8,475.2,0.66
2805-EDJPQ,Não,Mulher,Não,Sim,Sim,56,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Não,Sim,Um ano,Sim,Cartão de Crédito,99.75,5608.4,3.325
2806-MLNTI,Não,Homem,Sim,Sim,Não,52,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Um ano,Sim,Transferência Bancária,105.1,5376.4,3.503333333333333
2808-CHTDM,Não,Mulher,Não,Sim,Sim,23,Sim,Sim,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Correspondência,25.1,611.45,0.8366666666666667
2809-ILCYT,Não,Mulher,Não,Sim,Não,25,Sim,Sim,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Um ano,Sim,Correspondência,26.8,733.55,0.8933333333333333
2809-ZMYOQ,Não,Mulher,Não,Não,Não,32,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,101.35,3334.9,3.378333333333333
2810-FTLEM,Sim,Mulher,Não,Não,Não,16,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,50.15,762.25,1.6716666666666666
2811-POVEX,Não,Mulher,Sim,Sim,Sim,23,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Não,Sim,Mês a mês,Sim,Transferência Bancária,88.45,2130.55,2.9483333333333333
2812-ENYMO,Não,Homem,Não,Não,Não,26,Não,Sem serviço,DSL,Sim,Não,Não,Sim,Sim,Sim,Um ano,Não,Cartão de Crédito,54.55,1362.85,1.8183333333333331
2812-REYAT,Não,Mulher,Não,Sim,Não,49,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Um ano,Sim,Transferência Bancária,20.05,923.1,0.6683333333333333
2812-SFXMJ,Não,Homem,Não,Não,Sim,1,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Correspondência,20.05,20.05,0.6683333333333333
2815-CPTUL,Sim,Homem,Sim,Não,Não,5,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Correspondência,70.25,331.9,2.341666666666667
2817-LVCPP,Não,Mulher,Não,Não,Não,50,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Cartão de Crédito,19.4,1023.95,0.6466666666666666
2817-NTQDO,Sim,Homem,Não,Não,Não,13,Não,Sem serviço,DSL,Sim,Não,Não,Sim,Sim,Não,Mês a mês,Sim,Cartão de Crédito,45.55,597.0,1.5183333333333333
2819-GWENI,Não,Mulher,Não,Sim,Sim,28,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Um ano,Não,Correspondência,19.9,543.0,0.6633333333333333
2821-WARNZ,Não,Mulher,Não,Não,Sim,49,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Um ano,Não,Cartão de Crédito,19.45,921.3,0.6483333333333333
2823-LKABH,Não,Mulher,Não,Não,Não,18,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Não,Sim,Mês a mês,Sim,Transferência Bancária,95.05,1679.4,3.1683333333333334
2824-DXNKN,Não,Mulher,Não,Sim,Sim,72,Sim,Sim,DSL,Sim,Não,Sim,Não,Sim,Não,Dois anos,Sim,Transferência Bancária,71.45,5025.85,2.381666666666667
2824-MYYBN,Não,Mulher,Não,Sim,Sim,37,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,95.25,3314.15,3.175
2826-DXLQO,Não,Homem,Sim,Sim,Não,7,Não,Sem serviço,DSL,Sim,Não,Não,Não,Não,Não,Mês a mês,Não,Transferência Bancária,29.8,220.45,0.9933333333333334
2826-UWHIS,Não,Homem,Não,Sim,Não,45,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Não,Transferência Bancária,81.4,3775.85,2.7133333333333334
2828-SLQPF,Não,Homem,Não,Não,Não,19,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Transferência Bancária,45.0,865.85,1.5
2829-HYVZP,Não,Homem,Não,Não,Não,29,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Um ano,Sim,Correspondência,19.8,572.2,0.66
2830-LEWOA,Não,Homem,Não,Sim,Sim,61,Sim,Não,Fibra óptica,Não,Sim,Sim,Sim,Sim,Sim,Um ano,Não,Cartão de Crédito,103.9,6449.15,3.4633333333333334
2831-EBWRN,Não,Homem,Não,Não,Não,4,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,45.9,199.75,1.53
2832-KJCRD,Não,Mulher,Não,Não,Não,38,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Mês a mês,Sim,Eletrônico,103.65,3988.5,3.455
2832-SCUCO,Não,Mulher,Não,Não,Não,2,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Eletrônico,19.9,57.4,0.6633333333333333
2833-SLKDQ,Sim,Homem,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Correspondência,45.05,45.05,1.5016666666666665
2834-JKOOW,Não,Mulher,Não,Não,Não,15,Não,Sem serviço,DSL,Sim,Sim,Sim,Sim,Não,Não,Um ano,Não,Correspondência,45.9,693.45,1.53
2834-JRTUA,Sim,Homem,Não,Não,Não,71,Sim,Sim,Fibra óptica,Sim,Não,Sim,Sim,Sim,Sim,Dois anos,Sim,Eletrônico,108.05,7532.15,3.6016666666666666
2834-SPCJV,Sim,Homem,Não,Sim,Não,52,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Sim,Não,Mês a mês,Não,Eletrônico,84.1,4348.65,2.8033333333333332
2839-RFSQE,Sim,Mulher,Não,Não,Não,2,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Correspondência,20.65,38.7,0.6883333333333332
2840-XANRC,Sim,Homem,Sim,Sim,Não,24,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,93.15,2231.05,3.105
2842-BCQGE,Não,Homem,Não,Não,Não,43,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cartão de Crédito,75.35,3161.4,2.5116666666666663
2842-JTCCU,Sim,Homem,Não,Não,Não,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Transferência Bancária,46.05,80.35,1.535
2843-CQMEG,Não,Homem,Não,Não,Não,24,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mês a mês,Sim,Correspondência,49.7,1218.25,1.6566666666666667
2845-AFFTX,Sim,Homem,Sim,Sim,Não,41,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,99.8,4259.3,3.3266666666666667
2845-HSJCY,Sim,Mulher,Não,Sim,Sim,14,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Sim,Mês a mês,Sim,Eletrônico,87.25,1258.6,2.908333333333333
2845-KDHVX,Não,Mulher,Não,Sim,Não,64,Sim,Não,DSL,Não,Sim,Sim,Sim,Não,Sim,Dois anos,Sim,Correspondência,68.3,4378.8,2.2766666666666664
2848-YXSMW,Não,Homem,Não,Sim,Sim,72,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Cartão de Crédito,19.4,1363.25,0.6466666666666666
2851-MMUTZ,Não,Mulher,Não,Não,Não,27,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Não,Mês a mês,Sim,Correspondência,56.15,1439.35,1.8716666666666666
2851-STERV,Não,Homem,Sim,Não,Não,35,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Um ano,Sim,Eletrônico,73.0,2471.25,2.433333333333333
2853-CWQFQ,Não,Homem,Não,Não,Sim,1,Sim,Não,DSL,Não,Não,Não,Sim,Não,Sim,Mês a mês,Sim,Correspondência,59.55,59.55,1.9849999999999999
2856-HYAPG,Sim,Mulher,Não,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Eletrônico,68.65,68.65,2.2883333333333336
2856-NNASM,Sim,Homem,Sim,Não,Não,43,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Sim,Correspondência,89.55,3856.75,2.985
2858-EIMXH,Não,Mulher,Sim,Sim,Não,53,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Um ano,Sim,Cartão de Crédito,95.85,5016.25,3.195
2858-MOFSQ,Sim,Mulher,Não,Não,Sim,17,Sim,Sim,DSL,Não,Não,Sim,Não,Não,Não,Um ano,Sim,Correspondência,55.85,937.5,1.8616666666666668
2860-RANUS,Sim,Mulher,Sim,Não,Não,20,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Sim,Cartão de Crédito,85.8,1727.5,2.86
2862-JVEOY,Não,Homem,Não,Não,Não,6,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Um ano,Não,Correspondência,19.15,124.4,0.6383333333333333
2862-PFNIK,Não,Homem,Não,Não,Sim,1,Não,Sem serviço,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,24.7,24.7,0.8233333333333334
2863-IMQDR,Não,Mulher,Não,Não,Não,61,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Eletrônico,89.65,5308.7,2.9883333333333337
2865-TCHJW,Sim,Mulher,Sim,Não,Não,4,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Não,Mês a mês,Sim,Eletrônico,89.2,346.2,2.9733333333333336
2866-IKBTM,Não,Mulher,Não,Não,Não,1,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Correspondência,19.55,19.55,0.6516666666666667
2867-UIMSS,Sim,Homem,Não,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Não,Eletrônico,80.5,80.5,2.683333333333333
2868-LLSKM,Não,Mulher,Não,Sim,Sim,68,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Não,Não,Um ano,Sim,Transferência Bancária,83.65,5733.4,2.7883333333333336
2868-MZAGQ,Sim,Homem,Não,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Sim,Eletrônico,79.25,79.25,2.6416666666666666
2868-SNELZ,Sim,Mulher,Não,Não,Não,2,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Não,Mês a mês,Não,Correspondência,80.6,155.8,2.6866666666666665
2869-ADAWR,Sim,Mulher,Não,Não,Não,45,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Não,Mês a mês,Sim,Cartão de Crédito,89.3,4016.85,2.9766666666666666
2873-ZLIWT,Sim,Mulher,Não,Sim,Sim,40,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Não,Não,Mês a mês,Sim,Eletrônico,84.85,3303.05,2.828333333333333
2874-YXVVA,Não,Mulher,Não,Não,Não,34,Sim,Não,Fibra óptica,Não,Sim,Sim,Sim,Sim,Sim,Mês a mês,Sim,Eletrônico,105.1,3634.8,3.503333333333333
2876-GZYZC,Não,Mulher,Não,Não,Não,13,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Sim,Eletrônico,85.95,1215.65,2.865
2876-VBBBL,Sim,Mulher,Não,Não,Não,1,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Sim,Correspondência,20.25,20.25,0.675
2877-VDUER,Não,Mulher,Não,Sim,Sim,35,Não,Sem serviço,DSL,Não,Não,Não,Sim,Sim,Não,Um ano,Não,Correspondência,40.9,1383.6,1.3633333333333333
